Year,Quarter,Month,Day,item_name,Sum of item_price,Sum of order_id,item_type,received_by,time_of_sale,Sum of transaction_amount,transaction_type,Sum of quantity
2022,Qtr 4,November,4,Aalopuri,20,503,Fastfood,Mrs.,Morning,260,Cash,13
2022,Qtr 4,November,5,Frankie,50,649,Fastfood,Mr.,Midnight,450,Cash,9
2022,Qtr 4,November,5,Panipuri,40,307,Fastfood,Mr.,Night,280,Online,14
2022,Qtr 4,November,5,Panipuri,20,18,Fastfood,Mrs.,Night,200,Cash,10
2022,Qtr 4,November,5,Sandwich,60,430,Fastfood,Mr.,Night,240,Online,4
2022,Qtr 4,November,6,Cold coffee,40,969,Beverages,Mr.,Morning,440,Cash,11
2022,Qtr 4,November,6,Cold coffee,40,800,Beverages,Mr.,Night,560,Cash,14
2022,Qtr 4,November,6,Cold coffee,40,879,Beverages,Mrs.,Evening,360,Cash,9
2022,Qtr 4,November,6,Frankie,50,49,Fastfood,Mrs.,Morning,200,Online,4
2022,Qtr 4,November,7,Cold coffee,40,496,Beverages,Mrs.,Night,400,Online,10
2022,Qtr 4,November,8,Panipuri,40,434,Fastfood,Mrs.,Midnight,460,Cash,23
2022,Qtr 4,November,8,Sugarcane juice,25,857,Beverages,Mrs.,Evening,350,Online,14
2022,Qtr 4,November,9,Panipuri,20,743,Fastfood,Mr.,Morning,20,Cash,1
2022,Qtr 4,November,10,Frankie,50,848,Fastfood,Mr.,Night,450,Cash,9
2022,Qtr 4,November,10,Sandwich,60,953,Fastfood,Mrs.,Afternoon,120,Online,2
2022,Qtr 4,November,11,Panipuri,20,553,Fastfood,Mr.,Evening,280,Cash,14
2022,Qtr 4,November,11,Panipuri,20,951,Fastfood,Mrs.,Afternoon,220,Cash,11
2022,Qtr 4,November,12,Cold coffee,40,418,Beverages,Mr.,Night,280,Online,7
2022,Qtr 4,November,12,Panipuri,20,918,Fastfood,Mr.,Evening,120,Cash,6
2022,Qtr 4,November,12,Panipuri,20,243,Fastfood,Mrs.,Midnight,100,Cash,5
2022,Qtr 4,November,12,Sandwich,60,761,Fastfood,Mrs.,Midnight,180,Cash,3
2022,Qtr 4,November,13,Cold coffee,40,41,Beverages,Mr.,Afternoon,440,Cash,11
2022,Qtr 4,November,13,Frankie,50,83,Fastfood,Mr.,Evening,550,Cash,11
2022,Qtr 4,November,14,Sugarcane juice,25,760,Beverages,Mrs.,Evening,25,Online,1
2022,Qtr 4,November,14,Vadapav,20,6,Fastfood,Mr.,Evening,200,Cash,10
2022,Qtr 4,November,15,Cold coffee,40,550,Beverages,Mr.,Afternoon,600,Online,15
2022,Qtr 4,November,15,Frankie,50,700,Fastfood,Mrs.,Evening,300,Cash,6
2022,Qtr 4,November,15,Sugarcane juice,25,250,Beverages,Mrs.,Midnight,150,Online,6
2022,Qtr 4,November,16,Panipuri,20,110,Fastfood,Mrs.,Morning,40,Online,2
2022,Qtr 4,November,16,Vadapav,20,246,Fastfood,Mr.,Afternoon,200,Cash,10
2022,Qtr 4,November,17,Cold coffee,80,1143,Beverages,Mrs.,Afternoon,800,Cash,20
2022,Qtr 4,November,17,Panipuri,20,375,Fastfood,Mr.,Evening,260,Cash,13
2022,Qtr 4,November,17,Panipuri,20,144,Fastfood,Mrs.,Evening,200,Cash,10
2022,Qtr 4,November,18,Panipuri,20,742,Fastfood,Mr.,Night,280,Online,14
2022,Qtr 4,November,18,Sandwich,60,259,Fastfood,Mr.,Morning,240,Online,4
2022,Qtr 4,November,19,Frankie,50,372,Fastfood,Mr.,Morning,600,Cash,12
2022,Qtr 4,November,19,Frankie,50,81,Fastfood,Mrs.,Night,600,Online,12
2022,Qtr 4,November,20,Aalopuri,20,460,Fastfood,Mr.,Morning,40,Cash,2
2022,Qtr 4,November,20,Panipuri,20,411,Fastfood,Mr.,Afternoon,240,Cash,12
2022,Qtr 4,November,20,Vadapav,20,3,Fastfood,Mr.,Afternoon,20,Cash,1
2022,Qtr 4,November,21,Aalopuri,20,970,Fastfood,Mrs.,Afternoon,100,Online,5
2022,Qtr 4,November,22,Cold coffee,40,858,Beverages,Mr.,Evening,360,Cash,9
2022,Qtr 4,November,22,Sandwich,60,244,Fastfood,Mrs.,Midnight,600,Online,10
2022,Qtr 4,November,23,Aalopuri,20,410,Fastfood,Mr.,Afternoon,300,Online,15
2022,Qtr 4,November,23,Frankie,50,902,Fastfood,Mr.,Afternoon,200,Online,4
2022,Qtr 4,November,23,Frankie,50,386,Fastfood,Mr.,Midnight,250,Online,5
2022,Qtr 4,November,23,Panipuri,20,56,Fastfood,Mrs.,Midnight,220,Cash,11
2022,Qtr 4,November,24,Cold coffee,40,672,Beverages,Mrs.,Evening,120,Cash,3
2022,Qtr 4,November,24,Sandwich,60,729,Fastfood,Mr.,Night,420,Cash,7
2022,Qtr 4,November,24,Vadapav,20,990,Fastfood,Mrs.,Morning,200,Online,10
2022,Qtr 4,November,25,Cold coffee,40,686,Beverages,Mr.,Afternoon,200,Cash,5
2022,Qtr 4,November,25,Cold coffee,40,519,Beverages,Mr.,Morning,400,Cash,10
2022,Qtr 4,November,25,Frankie,50,14,Fastfood,Mr.,Morning,200,Online,4
2022,Qtr 4,November,26,Cold coffee,40,797,Beverages,Mr.,Night,440,Cash,11
2022,Qtr 4,November,26,Frankie,50,404,Fastfood,Mrs.,Midnight,350,Cash,7
2022,Qtr 4,November,26,Panipuri,20,698,Fastfood,Mr.,Night,200,Online,10
2022,Qtr 4,November,27,Sugarcane juice,25,930,Beverages,Mr.,Night,250,Online,10
2022,Qtr 4,November,27,Sugarcane juice,25,780,Beverages,Mrs.,Afternoon,325,Online,13
2022,Qtr 4,November,28,Aalopuri,20,440,Fastfood,Mr.,Afternoon,140,Cash,7
2022,Qtr 4,November,28,Aalopuri,20,289,Fastfood,Mrs.,Midnight,140,Online,7
2022,Qtr 4,November,28,Cold coffee,40,830,Beverages,Mr.,Night,360,Cash,9
2022,Qtr 4,November,28,Sandwich,60,656,Fastfood,Mrs.,Midnight,360,Online,6
2022,Qtr 4,November,28,Sugarcane juice,25,571,Beverages,Mrs.,Evening,25,Cash,1
2022,Qtr 4,November,28,Vadapav,20,959,Fastfood,Mrs.,Midnight,160,Online,8
2022,Qtr 4,November,29,Frankie,50,327,Fastfood,Mrs.,Midnight,750,Cash,15
2022,Qtr 4,November,29,Sandwich,60,235,Fastfood,Mrs.,Afternoon,600,Cash,10
2022,Qtr 4,November,29,Sugarcane juice,25,693,Beverages,Mrs.,Midnight,325,Online,13
2022,Qtr 4,November,30,Panipuri,20,597,Fastfood,Mr.,Midnight,200,Online,10
2022,Qtr 4,November,30,Sugarcane juice,25,366,Beverages,Mrs.,Afternoon,250,Online,10
2022,Qtr 4,December,1,Frankie,50,11,Fastfood,Mrs.,Afternoon,400,Online,8
2022,Qtr 4,December,1,Sandwich,60,63,Fastfood,Mrs.,Morning,420,Online,7
2022,Qtr 4,December,1,Vadapav,20,180,Fastfood,Mrs.,Afternoon,120,Online,6
2022,Qtr 4,December,2,Cold coffee,40,927,Beverages,Mrs.,Evening,240,Cash,6
2022,Qtr 4,December,2,Sandwich,60,826,Fastfood,Mrs.,Night,900,Cash,15
2022,Qtr 4,December,2,Sugarcane juice,25,713,Beverages,Mrs.,Morning,350,Online,14
2022,Qtr 4,December,3,Aalopuri,20,127,Fastfood,Mrs.,Morning,20,Cash,1
2022,Qtr 4,December,3,Panipuri,20,716,Fastfood,Mrs.,Midnight,180,Cash,9
2022,Qtr 4,December,3,Sugarcane juice,25,214,Beverages,Mr.,Evening,350,Online,14
2022,Qtr 4,December,4,Aalopuri,20,209,Fastfood,Mr.,Night,40,Cash,2
2022,Qtr 4,December,4,Cold coffee,40,584,Beverages,Mr.,Morning,600,Cash,15
2022,Qtr 4,December,4,Frankie,50,239,Fastfood,Mr.,Evening,200,Online,4
2022,Qtr 4,December,4,Frankie,50,376,Fastfood,Mr.,Midnight,750,Cash,15
2022,Qtr 4,December,4,Sugarcane juice,25,592,Beverages,Mr.,Morning,175,Cash,7
2022,Qtr 4,December,5,Cold coffee,40,71,Beverages,Mr.,Night,240,Online,6
2022,Qtr 4,December,5,Vadapav,20,415,Fastfood,Mr.,Evening,160,Online,8
2022,Qtr 4,December,5,Vadapav,20,132,Fastfood,Mrs.,Night,80,Online,4
2022,Qtr 4,December,7,Aalopuri,20,785,Fastfood,Mr.,Afternoon,40,Online,2
2022,Qtr 4,December,7,Sugarcane juice,25,900,Beverages,Mr.,Afternoon,225,Online,9
2022,Qtr 4,December,7,Vadapav,20,871,Fastfood,Mrs.,Evening,280,Cash,14
2022,Qtr 4,December,8,Cold coffee,40,277,Beverages,Mrs.,Midnight,520,Cash,13
2022,Qtr 4,December,9,Aalopuri,40,696,Fastfood,Mrs.,Morning,160,Cash,8
2022,Qtr 4,December,9,Cold coffee,40,504,Beverages,Mr.,Evening,320,Cash,8
2022,Qtr 4,December,9,Cold coffee,40,64,Beverages,Mr.,Morning,40,Cash,1
2022,Qtr 4,December,9,Frankie,50,681,Fastfood,Mrs.,Night,450,Online,9
2022,Qtr 4,December,10,Sandwich,60,508,Fastfood,Mr.,Night,60,Cash,1
2022,Qtr 4,December,10,Sugarcane juice,25,560,Beverages,Mr.,Evening,25,Cash,1
2022,Qtr 4,December,10,Sugarcane juice,25,215,Beverages,Mrs.,Morning,175,Cash,7
2022,Qtr 4,December,11,Sandwich,60,240,Fastfood,Mrs.,Morning,600,Cash,10
2022,Qtr 4,December,12,Aalopuri,20,113,Fastfood,Mr.,Afternoon,160,Cash,8
2022,Qtr 4,December,12,Aalopuri,20,226,Fastfood,Mrs.,Afternoon,260,Online,13
2022,Qtr 4,December,12,Panipuri,20,809,Fastfood,Mr.,Evening,200,Online,10
2022,Qtr 4,December,13,Frankie,50,905,Fastfood,Mrs.,Midnight,750,Cash,15
2022,Qtr 4,December,13,Sugarcane juice,25,405,Beverages,Mr.,Night,250,Cash,10
2022,Qtr 4,December,13,Vadapav,20,154,Fastfood,Mr.,Night,60,Cash,3
2022,Qtr 4,December,14,Aalopuri,20,507,Fastfood,Mrs.,Morning,280,Online,14
2022,Qtr 4,December,14,Panipuri,20,622,Fastfood,Mr.,Afternoon,260,Online,13
2022,Qtr 4,December,14,Sandwich,60,544,Fastfood,Mrs.,Morning,900,Online,15
2022,Qtr 4,December,14,Sugarcane juice,25,714,Beverages,Mr.,Afternoon,350,Cash,14
2022,Qtr 4,December,14,Vadapav,20,286,Fastfood,Mr.,Night,120,Cash,6
2022,Qtr 4,December,15,Panipuri,20,229,Fastfood,Mr.,Evening,140,Cash,7
2022,Qtr 4,December,15,Vadapav,20,607,Fastfood,Mrs.,Afternoon,180,Cash,9
2022,Qtr 4,December,15,Vadapav,20,194,Fastfood,Mrs.,Morning,80,Cash,4
2022,Qtr 4,December,16,Aalopuri,20,782,Fastfood,Mr.,Night,100,Online,5
2022,Qtr 4,December,16,Panipuri,20,707,Fastfood,Mr.,Night,40,Online,2
2022,Qtr 4,December,17,Cold coffee,40,68,Beverages,Mr.,Night,80,Cash,2
2022,Qtr 4,December,17,Panipuri,20,924,Fastfood,Mr.,Afternoon,280,Cash,14
2022,Qtr 4,December,17,Sandwich,60,308,Fastfood,Mr.,Evening,780,Online,13
2022,Qtr 4,December,17,Vadapav,20,712,Fastfood,Mrs.,Midnight,60,Online,3
2022,Qtr 4,December,18,Vadapav,20,687,Fastfood,Mrs.,Midnight,200,Cash,10
2022,Qtr 4,December,19,Vadapav,20,614,Fastfood,Mr.,Morning,40,Cash,2
2022,Qtr 4,December,20,Aalopuri,20,133,Fastfood,Mr.,Midnight,100,Online,5
2022,Qtr 4,December,21,Aalopuri,20,318,Fastfood,Mrs.,Midnight,200,Online,10
2022,Qtr 4,December,21,Cold coffee,40,21,Beverages,Mr.,Evening,600,Cash,15
2022,Qtr 4,December,21,Cold coffee,40,251,Beverages,Mrs.,Afternoon,520,Cash,13
2022,Qtr 4,December,22,Panipuri,20,8,Fastfood,Mr.,Night,280,Online,14
2022,Qtr 4,December,22,Panipuri,20,13,Fastfood,Mrs.,Afternoon,180,Online,9
2022,Qtr 4,December,22,Panipuri,20,269,Fastfood,Mrs.,Midnight,40,Cash,2
2022,Qtr 4,December,22,Sandwich,60,389,Fastfood,Mrs.,Evening,720,Cash,12
2022,Qtr 4,December,23,Aalopuri,20,89,Fastfood,Mr.,Evening,280,Cash,14
2022,Qtr 4,December,23,Cold coffee,80,460,Beverages,Mrs.,Midnight,680,Online,17
2022,Qtr 4,December,24,Panipuri,20,600,Fastfood,Mrs.,Morning,120,Cash,6
2022,Qtr 4,December,24,Sugarcane juice,25,428,Beverages,Mr.,Afternoon,200,Online,8
2022,Qtr 4,December,24,Vadapav,20,98,Fastfood,Mr.,Morning,20,Online,1
2022,Qtr 4,December,24,Vadapav,20,575,Fastfood,Mrs.,Midnight,20,Online,1
2022,Qtr 4,December,24,Vadapav,20,901,Fastfood,Mrs.,Morning,140,Online,7
2022,Qtr 4,December,25,Cold coffee,40,200,Beverages,Mrs.,Morning,400,Cash,10
2022,Qtr 4,December,25,Frankie,50,452,Fastfood,Mr.,Afternoon,250,Online,5
2022,Qtr 4,December,25,Sugarcane juice,25,759,Beverages,Mr.,Midnight,325,Online,13
2022,Qtr 4,December,25,Sugarcane juice,25,757,Beverages,Mr.,Morning,275,Online,11
2022,Qtr 4,December,25,Vadapav,20,61,Fastfood,Mrs.,Afternoon,280,Cash,14
2022,Qtr 4,December,26,Cold coffee,40,490,Beverages,Mr.,Morning,320,Cash,8
2022,Qtr 4,December,26,Cold coffee,40,506,Beverages,Mrs.,Midnight,480,Cash,12
2022,Qtr 4,December,27,Cold coffee,40,891,Beverages,Mr.,Midnight,440,Cash,11
2022,Qtr 4,December,27,Sugarcane juice,25,478,Beverages,Mrs.,Afternoon,225,Cash,9
2022,Qtr 4,December,27,Vadapav,20,810,Fastfood,Mr.,Morning,60,Online,3
2022,Qtr 4,December,28,Aalopuri,20,718,Fastfood,Mr.,Afternoon,40,Online,2
2022,Qtr 4,December,28,Cold coffee,40,312,Beverages,Mrs.,Night,40,Cash,1
2022,Qtr 4,December,28,Panipuri,20,54,Fastfood,Mrs.,Morning,280,Online,14
2022,Qtr 4,December,28,Panipuri,20,188,Fastfood,Mrs.,Night,280,Cash,14
2022,Qtr 4,December,28,Sugarcane juice,25,130,Beverages,Mr.,Night,175,Cash,7
2022,Qtr 4,December,29,Aalopuri,20,323,Fastfood,Mr.,Morning,80,Cash,4
2022,Qtr 4,December,29,Panipuri,20,568,Fastfood,Mrs.,Afternoon,240,Cash,12
2022,Qtr 4,December,29,Panipuri,20,522,Fastfood,Mrs.,Midnight,260,Cash,13
2022,Qtr 4,December,29,Sugarcane juice,25,754,Beverages,Mrs.,Evening,350,Cash,14
2022,Qtr 4,December,30,Sugarcane juice,25,362,Beverages,Mr.,Morning,50,Cash,2
2022,Qtr 4,December,30,Sugarcane juice,25,142,Beverages,Mrs.,Morning,300,Cash,12
2022,Qtr 4,December,31,Cold coffee,40,456,Beverages,Mrs.,Night,520,Cash,13
2023,Qtr 1,January,1,Aalopuri,20,903,Fastfood,Mr.,Night,300,Online,15
2023,Qtr 1,January,1,Sandwich,60,545,Fastfood,Mrs.,Midnight,780,Online,13
2023,Qtr 1,January,2,Aalopuri,20,755,Fastfood,Mrs.,Night,240,Cash,12
2023,Qtr 1,January,2,Cold coffee,40,569,Beverages,Mrs.,Midnight,600,Online,15
2023,Qtr 1,January,2,Sugarcane juice,25,407,Beverages,Mr.,Evening,50,Cash,2
2023,Qtr 1,January,2,Sugarcane juice,25,210,Beverages,Mr.,Night,375,Cash,15
2023,Qtr 1,January,3,Cold coffee,40,184,Beverages,Mr.,Night,320,Cash,8
2023,Qtr 1,January,3,Frankie,50,988,Fastfood,Mrs.,Night,650,Cash,13
2023,Qtr 1,January,3,Sandwich,60,257,Fastfood,Mrs.,Midnight,600,Cash,10
2023,Qtr 1,January,3,Sugarcane juice,25,895,Beverages,Mr.,Afternoon,275,Cash,11
2023,Qtr 1,January,3,Vadapav,20,919,Fastfood,Mrs.,Evening,160,Online,8
2023,Qtr 1,January,4,Panipuri,20,502,Fastfood,Mr.,Night,260,Online,13
2023,Qtr 1,January,4,Sandwich,60,640,Fastfood,Mr.,Night,900,Online,15
2023,Qtr 1,January,4,Sugarcane juice,25,274,Beverages,Mr.,Night,250,Online,10
2023,Qtr 1,January,4,Vadapav,20,987,Fastfood,Mrs.,Evening,60,Cash,3
2023,Qtr 1,January,5,Aalopuri,20,977,Fastfood,Mr.,Evening,20,Cash,1
2023,Qtr 1,January,5,Frankie,50,436,Fastfood,Mr.,Midnight,500,Cash,10
2023,Qtr 1,January,5,Frankie,50,198,Fastfood,Mr.,Morning,750,Cash,15
2023,Qtr 1,January,5,Frankie,50,37,Fastfood,Mr.,Night,500,Cash,10
2023,Qtr 1,January,5,Sandwich,60,165,Fastfood,Mr.,Midnight,660,Cash,11
2023,Qtr 1,January,6,Cold coffee,40,28,Beverages,Mrs.,Afternoon,400,Online,10
2023,Qtr 1,January,6,Frankie,50,163,Fastfood,Mrs.,Midnight,300,Online,6
2023,Qtr 1,January,6,Sandwich,60,827,Fastfood,Mr.,Midnight,720,Cash,12
2023,Qtr 1,January,6,Sugarcane juice,25,527,Beverages,Mrs.,Afternoon,150,Cash,6
2023,Qtr 1,January,7,Frankie,50,984,Fastfood,Mr.,Afternoon,150,Cash,3
2023,Qtr 1,January,7,Panipuri,20,949,Fastfood,Mrs.,Evening,20,Cash,1
2023,Qtr 1,January,10,Cold coffee,40,657,Beverages,Mr.,Midnight,280,Cash,7
2023,Qtr 1,January,10,Panipuri,20,329,Fastfood,Mrs.,Afternoon,140,Online,7
2023,Qtr 1,January,10,Vadapav,20,795,Fastfood,Mr.,Evening,180,Cash,9
2023,Qtr 1,January,10,Vadapav,20,69,Fastfood,Mr.,Midnight,140,Cash,7
2023,Qtr 1,January,11,Frankie,50,261,Fastfood,Mrs.,Midnight,450,Cash,9
2023,Qtr 1,January,11,Panipuri,20,466,Fastfood,Mr.,Evening,120,Cash,6
2023,Qtr 1,January,11,Panipuri,20,472,Fastfood,Mr.,Midnight,200,Cash,10
2023,Qtr 1,January,11,Panipuri,20,512,Fastfood,Mrs.,Afternoon,60,Cash,3
2023,Qtr 1,January,11,Panipuri,20,799,Fastfood,Mrs.,Night,20,Online,1
2023,Qtr 1,January,11,Sugarcane juice,25,816,Beverages,Mr.,Morning,275,Cash,11
2023,Qtr 1,January,12,Aalopuri,20,115,Fastfood,Mr.,Evening,260,Cash,13
2023,Qtr 1,January,12,Sandwich,60,768,Fastfood,Mr.,Afternoon,840,Cash,14
2023,Qtr 1,January,13,Frankie,50,692,Fastfood,Mr.,Afternoon,700,Online,14
2023,Qtr 1,January,13,Panipuri,20,398,Fastfood,Mr.,Evening,120,Online,6
2023,Qtr 1,January,13,Sugarcane juice,25,185,Beverages,Mr.,Night,375,Cash,15
2023,Qtr 1,January,14,Aalopuri,20,135,Fastfood,Mr.,Midnight,160,Online,8
2023,Qtr 1,January,14,Cold coffee,40,747,Beverages,Mrs.,Midnight,120,Cash,3
2023,Qtr 1,January,14,Cold coffee,40,494,Beverages,Mrs.,Night,400,Cash,10
2023,Qtr 1,January,15,Aalopuri,20,975,Fastfood,Mr.,Midnight,20,Cash,1
2023,Qtr 1,January,15,Sugarcane juice,25,465,Beverages,Mr.,Evening,300,Online,12
2023,Qtr 1,January,16,Frankie,50,292,Fastfood,Mrs.,Midnight,100,Cash,2
2023,Qtr 1,January,16,Panipuri,20,417,Fastfood,Mr.,Evening,60,Cash,3
2023,Qtr 1,January,16,Panipuri,20,354,Fastfood,Mr.,Midnight,280,Online,14
2023,Qtr 1,January,16,Sandwich,60,948,Fastfood,Mr.,Evening,600,Online,10
2023,Qtr 1,January,16,Sandwich,60,779,Fastfood,Mr.,Night,780,Cash,13
2023,Qtr 1,January,17,Frankie,50,447,Fastfood,Mrs.,Afternoon,300,Online,6
2023,Qtr 1,January,18,Sandwich,60,991,Fastfood,Mrs.,Night,420,Cash,7
2023,Qtr 1,January,18,Sugarcane juice,25,343,Beverages,Mr.,Afternoon,125,Cash,5
2023,Qtr 1,January,18,Vadapav,20,824,Fastfood,Mrs.,Evening,40,Online,2
2023,Qtr 1,January,19,Sandwich,60,131,Fastfood,Mr.,Night,480,Cash,8
2023,Qtr 1,January,19,Sugarcane juice,25,161,Beverages,Mr.,Evening,300,Cash,12
2023,Qtr 1,January,20,Cold coffee,40,173,Beverages,Mr.,Night,80,Online,2
2023,Qtr 1,January,20,Frankie,50,426,Fastfood,Mr.,Midnight,700,Cash,14
2023,Qtr 1,January,20,Frankie,50,594,Fastfood,Mrs.,Morning,300,Cash,6
2023,Qtr 1,January,20,Sugarcane juice,25,629,Beverages,Mrs.,Evening,225,Cash,9
2023,Qtr 1,January,21,Cold coffee,40,414,Beverages,Mr.,Night,520,Cash,13
2023,Qtr 1,January,21,Panipuri,20,659,Fastfood,Mr.,Afternoon,40,Online,2
2023,Qtr 1,January,21,Sugarcane juice,25,933,Beverages,Mrs.,Afternoon,375,Online,15
2023,Qtr 1,January,22,Panipuri,20,981,Fastfood,Mr.,Midnight,300,Online,15
2023,Qtr 1,January,23,Sandwich,60,802,Fastfood,Mrs.,Afternoon,420,Online,7
2023,Qtr 1,January,23,Sugarcane juice,25,865,Beverages,Mrs.,Night,150,Cash,6
2023,Qtr 1,January,24,Aalopuri,20,899,Fastfood,Mr.,Midnight,140,Cash,7
2023,Qtr 1,January,24,Sugarcane juice,25,861,Beverages,Mrs.,Night,200,Cash,8
2023,Qtr 1,January,25,Panipuri,40,1203,Fastfood,Mr.,Evening,240,Cash,12
2023,Qtr 1,January,25,Panipuri,20,105,Fastfood,Mrs.,Evening,160,Cash,8
2023,Qtr 1,January,25,Sandwich,60,497,Fastfood,Mr.,Midnight,420,Cash,7
2023,Qtr 1,January,26,Frankie,50,867,Fastfood,Mr.,Midnight,750,Cash,15
2023,Qtr 1,January,26,Sandwich,60,998,Fastfood,Mr.,Evening,780,Cash,13
2023,Qtr 1,January,26,Vadapav,20,639,Fastfood,Mrs.,Morning,280,Cash,14
2023,Qtr 1,January,27,Frankie,50,291,Fastfood,Mrs.,Night,400,Online,8
2023,Qtr 1,January,27,Panipuri,20,521,Fastfood,Mr.,Morning,280,Online,14
2023,Qtr 1,January,27,Sugarcane juice,25,955,Beverages,Mr.,Afternoon,175,Online,7
2023,Qtr 1,January,28,Aalopuri,20,851,Fastfood,Mrs.,Night,300,Online,15
2023,Qtr 1,January,28,Frankie,50,30,Fastfood,Mrs.,Night,100,Cash,2
2023,Qtr 1,January,28,Panipuri,20,301,Fastfood,Mr.,Night,140,Cash,7
2023,Qtr 1,January,28,Vadapav,20,974,Fastfood,Mr.,Afternoon,260,Online,13
2023,Qtr 1,January,29,Frankie,50,284,Fastfood,Mr.,Afternoon,350,Cash,7
2023,Qtr 1,January,30,Cold coffee,40,150,Beverages,Mr.,Afternoon,560,Cash,14
2023,Qtr 1,January,30,Frankie,50,420,Fastfood,Mrs.,Evening,650,Online,13
2023,Qtr 1,January,31,Aalopuri,20,482,Fastfood,Mr.,Afternoon,20,Online,1
2023,Qtr 1,January,31,Aalopuri,20,954,Fastfood,Mrs.,Midnight,60,Cash,3
2023,Qtr 1,January,31,Cold coffee,40,346,Beverages,Mr.,Morning,480,Cash,12
2023,Qtr 1,January,31,Sandwich,60,395,Fastfood,Mrs.,Evening,180,Cash,3
2023,Qtr 1,February,1,Cold coffee,40,626,Beverages,Mr.,Night,600,Cash,15
2023,Qtr 1,February,1,Frankie,50,750,Fastfood,Mr.,Evening,50,Online,1
2023,Qtr 1,February,1,Frankie,50,199,Fastfood,Mrs.,Morning,300,Online,6
2023,Qtr 1,February,2,Aalopuri,20,476,Fastfood,Mr.,Morning,200,Cash,10
2023,Qtr 1,February,2,Cold coffee,40,75,Beverages,Mrs.,Afternoon,240,Online,6
2023,Qtr 1,February,3,Aalopuri,20,15,Fastfood,Mrs.,Evening,60,Cash,3
2023,Qtr 1,February,3,Frankie,50,733,Fastfood,Mr.,Evening,500,Cash,10
2023,Qtr 1,February,3,Frankie,50,489,Fastfood,Mrs.,Evening,650,Online,13
2023,Qtr 1,February,3,Panipuri,20,644,Fastfood,Mrs.,Evening,100,Online,5
2023,Qtr 1,February,3,Sugarcane juice,25,4,Beverages,Mr.,Night,150,Online,6
2023,Qtr 1,February,3,Vadapav,20,841,Fastfood,Mr.,Night,180,Cash,9
2023,Qtr 1,February,3,Vadapav,20,58,Fastfood,Mrs.,Morning,120,Online,6
2023,Qtr 1,February,4,Frankie,50,34,Fastfood,Mrs.,Evening,600,Online,12
2023,Qtr 1,February,4,Sugarcane juice,25,77,Beverages,Mrs.,Midnight,300,Cash,12
2023,Qtr 1,February,4,Vadapav,20,275,Fastfood,Mr.,Night,300,Online,15
2023,Qtr 1,February,5,Aalopuri,20,33,Fastfood,Mr.,Night,260,Online,13
2023,Qtr 1,February,5,Cold coffee,40,268,Beverages,Mrs.,Midnight,480,Cash,12
2023,Qtr 1,February,5,Cold coffee,40,193,Beverages,Mrs.,Midnight,600,Online,15
2023,Qtr 1,February,5,Frankie,50,706,Fastfood,Mr.,Night,400,Online,8
2023,Qtr 1,February,5,Frankie,50,533,Fastfood,Mrs.,Night,100,Cash,2
2023,Qtr 1,February,5,Sandwich,60,40,Fastfood,Mrs.,Night,300,Online,5
2023,Qtr 1,February,5,Sugarcane juice,25,663,Beverages,Mr.,Night,25,Online,1
2023,Qtr 1,February,6,Aalopuri,20,612,Fastfood,Mr.,Midnight,60,Online,3
2023,Qtr 1,February,6,Panipuri,20,296,Fastfood,Mrs.,Afternoon,140,Cash,7
2023,Qtr 1,February,6,Vadapav,20,635,Fastfood,Mrs.,Night,300,Online,15
2023,Qtr 1,February,7,Aalopuri,20,609,Fastfood,Mr.,Midnight,280,Cash,14
2023,Qtr 1,February,7,Frankie,50,776,Fastfood,Mr.,Midnight,500,Cash,10
2023,Qtr 1,February,7,Sandwich,60,107,Fastfood,Mr.,Afternoon,240,Online,4
2023,Qtr 1,February,7,Sugarcane juice,25,155,Beverages,Mrs.,Evening,250,Cash,10
2023,Qtr 1,February,7,Sugarcane juice,25,940,Beverages,Mrs.,Midnight,350,Online,14
2023,Qtr 1,February,8,Frankie,50,321,Fastfood,Mrs.,Evening,600,Cash,12
2023,Qtr 1,February,8,Panipuri,20,957,Fastfood,Mrs.,Midnight,60,Online,3
2023,Qtr 1,February,8,Vadapav,20,189,Fastfood,Mr.,Afternoon,240,Online,12
2023,Qtr 1,February,9,Vadapav,20,641,Fastfood,Mr.,Afternoon,300,Cash,15
2023,Qtr 1,February,10,Cold coffee,40,941,Beverages,Mrs.,Morning,400,Online,10
2023,Qtr 1,February,10,Sugarcane juice,25,29,Beverages,Mr.,Afternoon,225,Online,9
2023,Qtr 1,February,11,Sugarcane juice,25,24,Beverages,Mr.,Afternoon,250,Online,10
2023,Qtr 1,February,12,Frankie,50,505,Fastfood,Mr.,Night,200,Cash,4
2023,Qtr 1,February,13,Aalopuri,20,170,Fastfood,Mrs.,Afternoon,120,Cash,6
2023,Qtr 1,February,13,Aalopuri,20,621,Fastfood,Mrs.,Evening,40,Online,2
2023,Qtr 1,February,13,Panipuri,20,823,Fastfood,Mr.,Midnight,220,Online,11
2023,Qtr 1,February,13,Panipuri,20,471,Fastfood,Mrs.,Afternoon,140,Cash,7
2023,Qtr 1,February,13,Sandwich,60,479,Fastfood,Mrs.,Afternoon,660,Cash,11
2023,Qtr 1,February,13,Sandwich,60,477,Fastfood,Mrs.,Midnight,900,Cash,15
2023,Qtr 1,February,13,Vadapav,20,307,Fastfood,Mr.,Evening,160,Cash,8
